id,amount_tsh,gps_height,longitude,latitude,num_private,population,status_group
43912,0.0,1127,31.21185462,-8.48320557,0,300,others
73046,0.0,1382,37.88462628,-4.20821435,0,210,others
17068,0.0,0,0.0,-2e-08,0,0,functional needs repair
55604,0.0,0,33.7935855,-3.11642775,0,0,functional needs repair
61766,0.0,0,33.39682644,-4.261128,0,0,functional needs repair
10435,1500.0,2034,34.59835184,-9.27838639,0,26,others
64971,0.0,149,38.73005645,-4.99798368,0,800,others
12673,0.0,1231,35.93260008,-4.18831744,0,240,others
52008,0.0,1087,35.29873711,-3.33064209,0,150,others
73826,250.0,1408,30.07295961,-4.31871775,0,650,functional needs repair
33374,0.0,0,32.90780018,-8.81721746,0,0,others
46189,600.0,780,29.73238181,-4.90977381,0,220,functional needs repair
53794,0.0,0,32.59379898,-4.22210043,0,0,others
52246,0.0,0,0.0,-2e-08,0,0,functional needs repair
43567,0.0,801,31.55427702,-7.64625497,0,250,others
33446,0.0,944,35.14206076,-10.75199522,0,60,others
23474,500.0,1547,34.85712779,-11.13650701,55,80,functional needs repair
887,0.0,936,35.17164437,-11.12395577,0,120,functional needs repair
42638,0.0,0,33.36984865,-4.00874771,0,0,functional needs repair
58213,200.0,274,37.76123702,-7.05177077,0,80,functional needs repair
39811,0.0,1436,36.93616837,-4.20468352,0,400,others
43868,0.0,0,35.63428017,-6.09456836,0,0,others
28412,0.0,0,31.69059038,-2.3728944,0,0,others
19997,100.0,1580,35.29256588,-9.38758593,0,45,others
2728,0.0,0,0.0,-2e-08,0,0,functional needs repair
4540,0.0,0,32.82958444,-9.26284824,0,0,functional needs repair
5883,0.0,0,30.60795365,-2.52811385,0,0,others
19146,0.0,1084,34.97618033,-5.70909902,0,350,functional needs repair
59721,3000.0,893,31.39147818,-7.46419324,0,450,functional needs repair
72025,0.0,0,30.97491244,-1.70364121,0,0,functional needs repair
64778,0.0,0,0.0,-2e-08,0,0,functional needs repair
55156,600.0,821,29.686622,-4.85012752,0,355,functional needs repair
37918,0.0,281,36.85886411,-7.95638017,0,300,others
60137,250.0,1265,30.04662645,-4.70098129,0,470,functional needs repair
35695,0.0,2166,34.65330562,-9.63853613,0,20,others
21666,50.0,67,39.12520328,-6.91335389,0,200,others
37136,0.0,0,30.51144773,-2.5310725,0,0,functional needs repair
71486,0.0,4,39.11622608,-5.01819888,0,80,others
62508,20.0,180,38.3478265,-6.636404799999999,0,10,others
17314,4000.0,1152,32.08618566,-6.8139254000000005,0,140,functional needs repair
25970,0.0,0,0.0,-2e-08,0,0,functional needs repair
57738,1000.0,773,37.86334656,-4.33776441,0,140,functional needs repair
36472,500.0,1407,34.53414527,-8.873224699999998,0,53,functional needs repair
18156,0.0,1587,37.11648229,-3.16278939,0,1,others
10110,0.0,0,34.06389345,-8.83405438,0,0,functional needs repair
24797,0.0,1639,34.99175372,-4.64002736,0,1,functional needs repair
5703,0.0,2013,35.36285227,-1.9583084,0,225,functional needs repair
36276,600.0,971,29.72753989,-4.82105663,0,444,functional needs repair
23858,0.0,1890,31.67833232,-8.08294576,0,0,others
59236,500.0,1001,29.73419905,-4.75155116,0,102,functional needs repair
59165,500.0,1015,29.6985675,-4.75345005,0,140,functional needs repair
50693,50.0,450,39.42879042,-10.87186152,0,270,others
61942,0.0,0,33.55685252,-2.88623135,0,0,functional needs repair
48493,0.0,0,33.45227997,-8.57156166,0,0,functional needs repair
17439,0.0,0,35.67164042,-6.36889807,0,0,others
50300,0.0,1000,35.55761802,-10.79980097,0,0,others
46231,0.0,1282,36.75916018,-3.41939862,0,150,others
53912,0.0,0,0.0,-2e-08,0,0,functional needs repair
43347,0.0,0,31.53560563,-1.58477785,0,0,functional needs repair
41146,0.0,0,33.86366591,-8.67665258,0,0,functional needs repair
44848,0.0,1199,33.42059253,-2.10420714,0,600,others
21839,0.0,855,35.18217955,-5.94707784,0,2500,others
52817,50.0,99,38.85757698,-6.78530113,0,50,others
43598,0.0,0,33.61954634,-9.33917649,0,0,functional needs repair
37728,0.0,0,32.85037275,-3.9502597,0,0,others
71453,0.0,0,33.06650274,-8.57568851,0,0,functional needs repair
39927,0.0,0,33.52359266,-2.8047258,0,0,others
33613,0.0,0,35.55483445,-5.59244997,0,0,functional needs repair
23313,0.0,1538,34.9019874,-11.07129308,0,156,functional needs repair
42648,0.0,0,32.73348725,-2.53185734,0,0,others
33107,0.0,1419,36.78879135,-3.34519214,0,400,functional needs repair
67143,25.0,1064,35.34982133,-3.54410547,0,1,others
57412,0.0,1259,33.8034382,-1.59519289,0,531,functional needs repair
4578,0.0,0,33.16828577,-9.05495968,0,0,functional needs repair
4449,600.0,976,29.72497973,-4.79009461,0,500,functional needs repair
19121,0.0,0,32.9229861,-5.80920972,0,0,others
16491,0.0,1183,38.42894707,-5.00776309,0,100,others
43549,0.0,1395,36.92200912,-3.24870253,0,95,others
25818,500.0,1987,34.56443678,-9.26075172,0,23,others
50146,70.0,186,39.88181927,-10.74728912,0,1000,functional needs repair
51188,0.0,106,38.99233291,-6.79129209,0,714,others
3614,0.0,1753,38.27005296,-4.662719999999999,93,1,functional needs repair
12370,0.0,0,0.0,-2e-08,0,0,others
25220,250.0,1282,30.15802804,-4.4842508,0,230,others
57459,250.0,1342,30.01434883,-4.33551092,0,540,functional needs repair
56462,0.0,0,33.27735957,-8.97645358,0,0,others
73582,0.0,0,30.81695227,-2.52656904,0,0,others
17044,0.0,0,33.47507425,-3.39945016,0,0,others
41878,1000.0,1286,35.54654994,-7.6632607,0,1,others
42905,0.0,1319,30.87277945,-3.37273277,0,500,functional needs repair
74068,0.0,0,31.8286972,-1.28339601,0,0,others
64761,0.0,1610,34.80973016,-5.00277941,0,1,functional needs repair
43498,0.0,0,33.55339151,-8.93132359,0,0,functional needs repair
48090,0.0,1541,34.98458646,-5.12285725,0,1,others
19220,0.0,1580,35.46311299,-4.29087763,0,205,functional needs repair
55681,50.0,939,37.63867114,-3.9801604,0,180,others
34761,0.0,0,0.0,-2e-08,0,0,others
44210,0.0,0,33.75720553,-9.17252581,0,0,functional needs repair
35841,0.0,0,31.75708883,-1.04437165,0,0,others
33665,5000.0,1975,34.60740905,-9.21306872,0,52,functional needs repair
62728,0.0,1390,34.93899645,-9.85432497,0,125,functional needs repair
6332,0.0,0,33.52332139,-2.96006543,0,0,functional needs repair
48351,25.0,1290,34.59083849,-4.459232599999999,0,325,functional needs repair
2705,0.0,0,33.13189206,-3.81239435,0,0,functional needs repair
68602,0.0,0,33.11314266,-8.58621614,0,0,functional needs repair
14244,0.0,277,37.03520029,-7.69084158,0,150,others
9249,0.0,1717,38.29887735,-4.6194664,8,1,others
56934,0.0,0,31.79886353,-1.46129115,0,0,others
36683,0.0,1266,38.34847712,-4.879553,65,1,others
58086,0.0,0,31.21188452,-2.88718703,0,0,others
15093,0.0,1459,36.6850177,-3.3498663,0,200,others
34584,0.0,0,0.0,-2e-08,0,0,functional needs repair
28858,0.0,1757,35.45388668,-4.47964672,0,210,others
30214,0.0,434,38.07576332,-4.64307821,0,380,others
47764,30.0,398,38.00834686,-9.73151172,0,350,others
71414,0.0,0,33.66570013,-9.33488115,0,0,functional needs repair
39217,0.0,0,36.44904027,-6.79547137,0,0,functional needs repair
30790,0.0,314,35.7984974,-8.78903431,0,100,others
54425,0.0,1479,36.63241609,-3.32237911,0,150,others
61590,0.0,1441,36.7798889,-3.35482544,0,129,functional needs repair
40631,0.0,355,36.42498631,-8.67150444,0,560,others
53921,0.0,56,39.10530661,-6.97559391,0,250,others
229,0.0,1541,34.69278346,-1.66958309,0,75,functional needs repair
13126,0.0,96,39.58292661,-9.91013728,0,600,others
57100,1000.0,889,35.35885556,-10.87620617,0,450,functional needs repair
37629,500.0,879,36.64209822,-6.80896454,0,257,others
49170,0.0,0,0.0,-2e-08,0,0,others
15762,0.0,0,36.56109186,-6.68985849,0,0,functional needs repair
63321,0.0,229,38.97299913,-7.04227177,0,1,others
45920,0.0,598,37.51520434,-7.00561337,0,1,others
45058,0.0,1609,29.76297031,-4.64315396,0,170,functional needs repair
50552,0.0,0,35.85823055,-6.3087627,0,0,functional needs repair
58001,0.0,0,36.15821365,-6.13516013,0,0,functional needs repair
31070,0.0,0,0.0,-2e-08,0,0,functional needs repair
7500,0.0,-14,39.64378476,-9.97568733,0,350,others
11085,500.0,392,37.64652639,-11.16520953,0,1,functional needs repair
41849,500.0,1662,34.49903771,-9.84514559,0,1,others
20986,0.0,0,30.99258032,-1.67254569,0,0,functional needs repair
61184,0.0,0,33.4403943,-3.61831503,0,0,functional needs repair
4148,0.0,281,39.0118543,-10.48768227,0,49,functional needs repair
65238,0.0,1549,34.67761089,-5.04209532,0,1,functional needs repair
47525,0.0,0,33.59297171,-2.68981562,0,0,functional needs repair
71682,0.0,362,38.9055282,-10.2736951,0,250,others
18086,600.0,815,29.74541924,-4.88528654,0,120,functional needs repair
43453,0.0,0,33.60833304,-9.38559776,0,0,functional needs repair
13985,0.0,735,37.72791421,-3.69148166,0,200,functional needs repair
54530,0.0,0,32.88881472,-2.84788997,0,0,others
66986,0.0,111,39.06756435,-7.6227402,0,1,others
11826,0.0,960,35.86709906,-10.5399886,0,90,functional needs repair
47092,0.0,558,38.04452918,-4.26947974,0,120,others
24824,100.0,1466,36.45607736,-5.54255571,0,2500,functional needs repair
9800,0.0,1357,30.59238189,-3.74373428,0,160,others
30857,1000.0,977,35.26534505,-10.52487776,0,800,others
5615,0.0,0,33.66475408,-8.76377476,0,0,functional needs repair
49801,0.0,-31,39.87642462,-7.68221884,0,700,others
66606,30.0,933,36.85882592,-3.60515358,0,200,others
60235,0.0,0,33.17892515,-9.05979195,0,0,functional needs repair
12309,200.0,404,37.82210593,-6.840694900000001,0,30,functional needs repair
57849,0.0,0,33.93496377,-9.48731691,0,0,others
41505,1000.0,1881,35.49738976,-8.34655404,0,0,others
47987,0.0,1618,34.66561997,-1.82936525,0,50,others
56507,0.0,0,33.31667811,-2.76599647,0,0,others
33276,1500.0,1983,34.81172782,-9.54266674,0,30,others
12159,1000.0,700,37.85099429,-4.32519732,0,80,functional needs repair
5550,250.0,1285,30.06038588,-4.66218346,0,540,functional needs repair
53807,0.0,0,33.06602141,-3.75988224,0,0,others
64083,0.0,959,35.14933659,-10.68606518,0,60,functional needs repair
33915,0.0,22,39.16507785,-8.515174,0,260,others
40349,250.0,1371,30.19572281,-4.25115269,0,320,functional needs repair
11268,0.0,169,38.95898898,-8.54935439,0,250,functional needs repair
41799,0.0,271,36.89700069,-7.85548189,0,250,functional needs repair
42516,0.0,0,33.60477745,-9.34639774,0,0,functional needs repair
9947,100.0,1424,36.68650292,-3.35900321,0,1,functional needs repair
70189,1000.0,147,37.84652211,-7.18929141,0,300,functional needs repair
31076,0.0,1577,30.85467049,-3.16684543,0,800,functional needs repair
64181,50.0,36,39.53267069,-10.19383496,0,126,functional needs repair
53841,500.0,1306,34.01674305,-3.03763806,0,500,functional needs repair
55732,0.0,222,39.78214982,-10.46607085,0,1000,others
60204,0.0,1841,35.03745213,-8.42895518,0,0,others
62265,0.0,394,37.79455911,-6.98396609,0,800,others
6818,0.0,0,33.10502865,-3.35299373,0,0,others
27470,0.0,1211,37.90668795,-4.42464248,0,130,functional needs repair
41703,50.0,55,39.19447193,-6.72800385,0,228,others
49146,0.0,0,35.96243564,-5.96402339,0,0,others
55544,0.0,0,33.6117484,-3.24288559,0,0,others
14266,50.0,233,39.69893518,-10.62379865,0,250,others
33604,0.0,1242,37.97301663,-4.43692588,0,140,others
40445,0.0,0,35.73993855,-4.44698781,0,0,others
41529,0.0,0,32.87615534,-8.90028232,0,0,others
38258,0.0,2127,34.56130025,-9.3334347,0,50,others
66049,20.0,764,37.31182423,-3.39868481,0,10,others
33104,500.0,725,36.13462601,-10.21443688,0,250,others
43772,0.0,2253,35.44266877,-4.10673853,0,205,functional needs repair
39523,2000.0,936,35.07655532,-7.84889924,0,1,others
38154,0.0,0,36.05137925,-4.87726845,0,0,functional needs repair
16417,0.0,0,0.0,-2e-08,0,0,others
36653,0.0,0,34.39924187,-3.15886985,0,0,functional needs repair
5258,300.0,251,36.97377056,-7.67593224,0,50,functional needs repair
28647,0.0,0,34.38001342,-8.70745448,0,0,functional needs repair
60203,0.0,0,34.38256033,-3.16402511,0,0,others
38614,0.0,286,38.92461851,-10.06266209,0,560,functional needs repair
19336,0.0,0,33.43417147,-2.5912286,0,0,others
9672,250.0,1409,30.08860775,-4.33417212,0,650,functional needs repair
68639,0.0,0,33.44126433,-3.56190862,0,0,others
53287,50.0,709,36.95969897,-11.30832232,0,1,functional needs repair
22413,200.0,440,37.12515852,-6.6891587,0,60,functional needs repair
47807,0.0,0,34.0328636,-3.1991608,0,0,functional needs repair
70336,200.0,265,36.90307325,-7.830951600000001,0,400,others
62372,0.0,0,30.81384286,-2.45589926,0,0,functional needs repair
50669,0.0,0,33.86178963,-8.68392367,0,0,functional needs repair
18249,300.0,866,37.69464416,-3.80775959,0,110,functional needs repair
55530,0.0,0,33.70013299,-9.52130349,0,0,functional needs repair
69963,0.0,684,37.46175359,-3.61155599,0,250,others
48408,0.0,0,35.88295355,-6.17092838,0,0,functional needs repair
24442,0.0,1034,35.15312068,-11.02677713,0,96,others
63094,0.0,221,36.68968705,-8.13802593,0,250,functional needs repair
3653,500.0,504,38.06927773,-4.46612338,0,140,functional needs repair
19003,0.0,1089,30.02240582,-4.93585356,0,569,functional needs repair
31115,0.0,1382,37.62322556,-3.05912417,0,1,others
34520,0.0,146,38.82237347,-5.09416922,0,120,others
56776,0.0,0,35.96651567,-4.709026000000001,0,0,functional needs repair
23055,50.0,26,39.18112175,-6.96809129,0,500,others
21710,0.0,0,32.92575344,-2.49081534,0,0,others
5067,250.0,1523,29.80206162,-4.52833653,0,210,functional needs repair
31422,0.0,1400,30.86820773,-2.99071304,0,350,functional needs repair
64313,0.0,0,31.48376674,-1.401708,0,0,functional needs repair
21149,0.0,0,33.28303765,-8.70384534,0,0,functional needs repair
65975,0.0,1179,32.92703754,-1.9687892,0,400,others
6254,0.0,0,34.13940935,-3.44415613,0,0,others
35579,0.0,1144,33.03235111,-2.10824261,0,500,functional needs repair
11682,0.0,1255,35.76904427,-2.12927145,0,410,functional needs repair
48340,20.0,865,37.76022122,-4.0937964,0,200,functional needs repair
45043,0.0,0,34.3713592,-8.76779828,0,0,functional needs repair
34679,6.0,1640,37.46354614,-3.27408332,0,90,others
14795,300.0,2081,34.80091125,-9.46911721,0,30,others
34899,20.0,1476,30.72551884,-3.58253427,0,550,others
62840,0.0,0,0.0,-2e-08,0,0,functional needs repair
61440,0.0,1151,33.036733,-1.98516675,0,200,functional needs repair
6161,0.0,0,32.62326141,-9.23680557,0,0,others
11654,100.0,1001,35.83283694,-10.30103148,0,300,others
37500,0.0,0,32.50926512,-4.0487195,0,0,others
31522,200.0,363,36.76191206,-8.96870299,0,600,others
63521,20.0,259,38.98778013,-10.89156726,0,80,functional needs repair
59537,0.0,1415,37.60990068,-3.22329389,0,1,functional needs repair
18584,0.0,0,33.16630797,-8.4150482,0,0,functional needs repair
7833,600.0,1214,34.0865708,-1.11325161,0,300,others
33353,0.0,34,39.17925753,-7.77045472,0,462,others
37773,300.0,271,36.93453375,-7.71942788,0,100,functional needs repair
33527,0.0,1553,37.06557136,-3.05179223,0,1,others
61485,30.0,1563,34.73810353,-4.30412732,0,208,others
66699,0.0,1112,37.60222734,-3.32378007,0,1,functional needs repair
14746,0.0,1641,34.98778437,-4.64321463,0,1,functional needs repair
71349,30.0,410,37.09656869,-7.03074261,0,150,functional needs repair
16804,0.0,0,0.0,-2e-08,0,0,functional needs repair
12861,0.0,0,36.17015872,-6.13830331,0,0,functional needs repair
20726,0.0,1337,34.06409034,-2.99754712,0,1100,functional needs repair
17151,0.0,0,31.63927311,-2.80192608,0,0,others
6910,0.0,218,39.67363452,-10.83528063,0,260,others
53277,2500.0,401,39.44436299,-10.71054569,0,400,functional needs repair
37522,200.0,1237,30.3192299,-4.31201781,0,250,others
67360,0.0,0,34.30512417,-8.67587965,0,0,functional needs repair
67361,0.0,1760,34.8123396,-8.975597800000001,0,40,others
5573,200.0,432,37.81141997,-6.83351676,0,100,functional needs repair
9937,200.0,356,37.77488641,-7.07858148,0,200,functional needs repair
72298,0.0,0,33.91103298,-9.46360234,0,0,others
64019,0.0,0,33.93308623,-9.40037336,0,0,others
41834,0.0,1350,37.31466739,-3.23213925,0,25,functional needs repair
34804,0.0,210,38.72284797,-5.15462853,0,800,others
71431,0.0,0,0.0,-2e-08,0,0,functional needs repair
5010,0.0,1499,34.71782523,-4.87380062,0,144,others
10581,0.0,0,30.65707551,-1.15524573,0,0,functional needs repair
1886,25.0,1070,35.35868484,-3.5420363,0,250,others
45702,0.0,1249,33.78983484,-1.82607757,0,250,functional needs repair
68854,0.0,1463,34.658556,-4.74728564,0,1,others
2646,0.0,0,33.54279711,-9.17559954,0,0,functional needs repair
56026,0.0,0,32.35866251,-5.17447132,0,0,others
23106,0.0,0,0.0,-2e-08,0,0,functional needs repair
27926,0.0,1328,35.11948973,-10.93630601,0,172,others
67933,600.0,933,29.72171238,-4.81856256,0,563,functional needs repair
68858,0.0,1729,37.58050857,-3.16549849,0,245,others
58147,0.0,0,35.4392375,-5.91285615,0,0,others
72504,0.0,1335,30.816852,-3.28501657,0,500,others
54341,0.0,0,33.790668,-9.17208999,0,0,functional needs repair
18107,0.0,1724,31.25926858,-7.58185949,0,1,others
22421,0.0,0,32.80679557,-5.02391971,0,0,others
16250,0.0,0,31.6310418,-3.3896114,0,0,functional needs repair
53129,0.0,1048,34.50893854,-4.01707814,0,545,functional needs repair
54156,0.0,1846,36.77242145,-3.1465661,0,145,functional needs repair
29205,0.0,1020,36.7251214,-4.64893614,0,400,functional needs repair
20997,25.0,710,37.4350174,-3.48143539,0,55,others
29367,0.0,0,33.61469674,-9.34101047,0,0,functional needs repair
57907,0.0,0,38.77294867,-4.75589938,0,20,others
17450,100.0,1372,34.24459223,-2.97641465,0,500,functional needs repair
29497,0.0,1401,30.822668300000004,-3.04039406,0,250,others
22086,500.0,1270,30.48545162,-5.61330847,0,68,functional needs repair
28779,0.0,0,30.66640767,-2.5331360000000003,0,0,functional needs repair
2220,0.0,68,39.12269532,-7.53772085,0,454,others
20964,20.0,978,36.82644615,-3.49753242,0,150,functional needs repair
48469,0.0,0,0.0,-2e-08,0,0,functional needs repair
36101,100.0,35,39.17224013,-6.70504936,0,267,others
18054,0.0,1553,37.0607468,-3.05107587,0,1,others
69306,0.0,-23,39.76119242,-7.84182059,0,50,others
26866,30.0,1342,36.67838714,-3.38327643,0,715,others
62215,0.0,0,32.52199367,-4.01360684,0,0,others
60434,0.0,0,31.43610312,-1.48821823,0,0,functional needs repair
6784,500.0,1712,34.74609961,-8.99453178,0,65,others
29350,0.0,0,32.98393225,-2.47040852,0,0,others
71111,0.0,1689,37.48962543,-3.26120619,0,1,others
27986,0.0,0,0.0,-2e-08,0,0,functional needs repair
56585,0.0,0,31.17391963,-1.46184482,0,0,functional needs repair
63058,0.0,0,33.8636782,-9.28451395,0,0,others
21646,0.0,0,0.0,-2e-08,0,0,others
60656,0.0,267,36.89875453,-7.85221784,0,1030,functional needs repair
57684,0.0,0,36.29668827,-5.17838144,0,0,functional needs repair
66661,50.0,244,39.70252933,-10.55579926,0,200,others
42739,250.0,1301,29.89842543,-4.48880952,0,750,functional needs repair
40246,0.0,1566,34.464304299999995,-9.05769962,0,80,others
30110,0.0,1278,35.76461064,-2.13004147,0,278,functional needs repair
72055,0.0,1136,38.32007958,-4.850371099999999,0,1,functional needs repair
24715,500.0,465,37.06564496,-6.80700723,0,300,functional needs repair
73946,500.0,1507,38.38879665,-4.8331955,47,1,others
15021,0.0,0,31.06658549,-3.1524752,0,0,functional needs repair
53767,0.0,0,0.0,-2e-08,0,0,functional needs repair
51344,0.0,0,37.19904843,-6.2765381,0,168,others
41734,200.0,283,37.76366301,-7.05698286,25,75,functional needs repair
27516,0.0,0,30.59931715,-2.44661048,0,0,others
12791,50.0,86,38.85928977,-6.73835516,0,1,others
48587,0.0,309,38.96844457,-10.52341637,0,35,others
50131,0.0,1173,35.88173433,-2.14713584,0,254,functional needs repair
65754,0.0,410,39.26699934,-10.98623087,0,1,others
41668,0.0,1229,34.34907851,-1.63027435,0,40,others
55631,100.0,731,36.73758875,-7.34775391,0,150,others
72443,0.0,0,0.0,-2e-08,0,0,others
36584,25.0,859,37.74137088,-4.06471105,0,500,functional needs repair
39877,0.0,2165,34.5107512,-9.29993671,0,20,others
10304,500.0,1784,34.64946994,-9.16390184,0,50,others
20073,0.0,0,34.31442244,-8.67445042,0,0,functional needs repair
8633,500.0,991,30.39148972,-5.10506992,0,150,functional needs repair
51542,0.0,0,33.56330146,-2.91970331,0,0,functional needs repair
23682,0.0,1360,34.14705544,-2.92360374,0,500,functional needs repair
40502,0.0,0,35.61125711,-6.1169881,0,0,others
38515,500.0,290,36.67647068,-8.35421905,0,150,others
45821,600.0,857,29.69695041,-4.84016067,0,260,functional needs repair
24534,3000.0,1257,34.59526302,-4.36550313,0,360,others
32867,50.0,-23,39.44428737,-6.89374569,0,25,others
56054,0.0,1745,36.51355579,-2.42774131,0,200,others
29409,0.0,0,31.21478529,-3.04084327,0,0,others
29621,0.0,0,0.0,-2e-08,0,0,functional needs repair
15536,0.0,405,38.84275445,-10.37369794,0,328,others
64831,0.0,908,29.65373353,-4.78893375,0,320,functional needs repair
40941,0.0,1260,35.00600048,-10.95015565,0,86,others
37441,500.0,1301,34.62471537,-8.75583287,0,115,others
72823,0.0,1138,33.71441045,-1.64275734,0,30,others
52420,0.0,0,33.29965204,-4.73629284,0,0,functional needs repair
52950,1000.0,866,35.27669802,-10.83667078,0,350,others
59332,0.0,-27,39.40448895,-7.10752738,0,560,others
45539,0.0,0,32.96521413,-4.13517618,0,0,others
22505,5000.0,614,37.25589929,-11.17569276,0,1,functional needs repair
7304,0.0,1366,37.0251206,-3.16717231,0,1,functional needs repair
59373,0.0,0,33.19356209,-3.87133857,0,0,others
41092,0.0,0,0.0,-2e-08,0,0,functional needs repair
5438,0.0,288,36.66495698,-8.35687467,0,200,others
32684,0.0,1767,34.8154,-8.97385351,0,65,others
53155,0.0,0,33.00745242,-3.89243335,0,0,others
48305,0.0,1223,37.40607999,-3.30686087,0,1,functional needs repair
59120,0.0,0,33.66019322,-9.32955397,0,0,functional needs repair
6335,250.0,1306,30.01771593,-4.30870085,0,320,others
22738,0.0,0,33.96392099,-9.50440407,0,0,others
33208,0.0,0,0.0,-2e-08,0,0,functional needs repair
12771,10000.0,-12,38.99331649,-6.520783,0,887,others
12232,0.0,0,32.9240609,-3.14669368,0,0,others
18713,0.0,0,31.61952953,-1.7933419999999998,0,0,others
63339,0.0,1100,29.99746445,-4.99068774,0,450,functional needs repair
71777,1000.0,880,35.78729747,-10.69606142,0,0,others
15465,0.0,1105,36.31582504,-4.69648222,0,850,functional needs repair
21707,0.0,0,0.0,-2e-08,0,0,functional needs repair
35340,0.0,1333,35.50428428,-2.9832913,0,250,others
69369,250.0,1382,30.19084639,-4.25437661,0,740,functional needs repair
59957,0.0,1270,33.85798141,-1.78957867,0,250,functional needs repair
43633,0.0,0,33.50746928,-3.14760017,0,0,functional needs repair
14215,0.0,0,35.78600662,-4.55871337,0,0,functional needs repair
64797,0.0,0,33.63789279,-8.76099763,0,0,others
